"WONUM","STATUS","STATUSDATE","ZZCREATEDATE","LOCATION","DESCRIPTION","FAILURECODE","PROBLEMCODE","JPNUM","ZZREQNUM","FIRSTAPPRSTATUS","ZZLEADPOSSIBLE","ZZLEAD","ZZSUBWORKTYPE","ZZWORKOWNER","PARENT","PARENTSTATUS","PARENTSTATUSDATE","PARENTCRAFT","PARENTFC","PARENTPC"
"62857564",PENDREVIEW,2019-12-30 14:22:55.000,2018-11-14 08:29:50.000,"038.12.012.F05.05B",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPDEFNOCU6,DEV038,"61381308",CLOSE,2018-11-14 20:37:19.000,VENDOR,,
"62858926",PENDREVIEW,2019-12-30 14:28:38.000,2018-11-14 09:25:58.000,"038.12.012.F05.05F",TNH 12-10-19.,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61381158",CLOSE,2018-11-14 20:59:48.000,VENDOR,,
"71780469",WTSCH,2019-12-30 14:39:13.000,2019-12-30 14:39:13.000,"038.13.013.F12.12D",Kitchen Condition of Paint water damage on ceiling Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,,XA,1,LBPDEFNOCU6,DEV038,"71712290",CLOSE,2019-12-30 21:38:11.000,VENDOR,,
"62864252",PENDREVIEW,2019-12-30 14:55:44.000,2018-11-14 12:07:09.000,"038.13.013.F10.10F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,SCHED,A,1,LBPDEFNOCU6,DEV038,"61377707",CLOSE,2018-11-14 20:34:45.000,VENDOR,,
"71823241",WTSCH,2019-12-31 11:21:26.000,2019-12-31 11:21:26.000,"038.01.001.F04.04B",tiles,FLOOR,FLOORTILESDML,V10001,,,W,1,,DEV038,"71771950",CLOSE,2019-12-31 11:21:28.000,MAINT,FLOOR,FLOORTILESDML
"62863593",INSREV,2020-01-02 09:00:12.000,2018-11-14 11:45:47.000,"038.02.014.F10.10B",Completed  12/31/19,PAINT,NEEDSPAINTING,V10001,,SCHED,A,1,LBPDEFNOCU6,DEV038,"61380355",CLOSE,2018-11-14 20:46:44.000,VENDOR,,
"62872278",INSREV,2020-01-03 09:10:46.000,2018-11-14 20:05:27.000,"038.09.009.F04.04C",completed 1/02/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,TSDEFO,"61379925",CLOSE,2018-11-15 20:36:31.000,VENDOR,,
"62876940",INSREV,2020-01-06 19:17:12.000,2018-11-15 09:32:02.000,"038.10.010.F09.09F",Completed  1/06/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61385956",CLOSE,2018-11-15 20:48:22.000,VENDOR,,
"62887695",FAILREVIEW,2020-01-07 11:35:25.000,2018-11-15 16:24:25.000,"038.06.006.F05.05G",Completed 12/30/19,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61381786",CLOSE,2018-11-15 20:40:35.000,VENDOR,,
"71984058",WTSCH,2020-01-07 15:04:35.000,2020-01-07 15:04:35.000,"038.06.006.F11.11H",paint after plaster,PAINT,NEEDSPAINTING,V10001,,,A,1,,DEV038,"71740321",CLOSE,2020-01-07 15:05:17.000,PAINTSPV,PAINT,NEEDSSPRAYING
"71998160",WTSCH,2020-01-08 12:32:33.000,2020-01-08 12:32:33.000,"038.05.005.F13.13E","2 coats",PAINT,NEEDSPAINTING,V10001,,,A,1,,DEV038,"71935364",CLOSE,2020-01-08 12:33:07.000,PAINTSPV,PAINT,NEEDSPAINTING
"72075214",WTSCH,2020-01-14 11:03:46.000,2020-01-14 11:03:45.000,"038.04.004.F09.09E.BTH01",sprayer for tub,BATHTUBSHOWER,ENAMELDAMAGEDRUSTED,V10001,,,W,1,,DEV038,"72022311",CLOSE,2020-01-14 11:04:09.000,MAINT,BATHTUBSHOWER,ENAMELDAMAGEDRUSTED
"65379707",PENDREVIEW,2020-01-14 13:38:02.000,2019-01-31 12:30:12.000,"038.05.005.F02.02D",Kitchen Condition of Paint damaged paint on ceiling Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPDEFNOCU6,DEV038,"61379149",CLOSE,2019-01-31 20:12:22.000,VENDOR,,
"72092089",WTSCH,2020-01-15 11:08:27.000,2020-01-15 11:08:27.000,"038.01.001.F04.04B.LIV01",Floor tenant has multiple layers of tiles resulting in tripping hazzard Length=12 Width=12,FLOOR,FLOORTILESDML,V10001,,,W,1,ASSESSMENT,DEV038,"70365102",CLOSE,2020-01-15 20:25:18.000,MAINT,,
"72092407",WTSCH,2020-01-15 11:20:13.000,2020-01-15 11:20:13.000,"038.01.001.F04.04C.KIT01",Floor Length=12 Width=12,FLOOR,FLOORTILESDML,V10001,,,W,1,ASSESSMENT,DEV038,"70365085",CLOSE,2020-01-15 20:20:03.000,MAINT,,
"71463934",APPR,2020-01-15 16:50:45.000,2019-12-05 22:46:41.000,"038.12.012.F13.13A",Lead Negative Needs Painting/ 1328362,PAINT,LEADNEGNEEDSPAINTING,V10001,,APPR,W,1,LBPXRF,DEV038,"66764799",CLOSE,2020-04-03 23:33:37.000,VENDOR,,
"72109480",WTSCH,2020-01-16 12:09:35.000,2020-01-16 12:09:33.000,"038.01.001.F05.05F.FH01",floors tiles damaged,FLOOR,FLOORTILESDML,V10001,,,W,1,,DEV038,"72064356",CLOSE,2020-01-16 12:09:37.000,MAINT,FLOOR,FLOORTILESDML
"65381909",INPRG,2020-01-17 14:05:27.000,2019-01-31 14:01:51.000,"038.11.011.F01.01A",Bedroom Condition of Paint all walls and ceilings are chipping Amount of Unsatisfactory Paint in,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,TSDEFO,"61384523",CLOSE,2019-01-31 20:12:45.000,VENDOR,,
"65379526",INPRG,2020-01-17 14:26:33.000,2019-01-31 12:25:07.000,"038.11.011.F13.13F",NEED VENDORS PAINTER,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,TSDEFO,"61384679",CLOSE,2019-01-31 20:11:40.000,VENDOR,,
"65214840",INPRG,2020-01-17 14:56:41.000,2019-01-21 12:58:36.000,"038.10.010.F06.06B",RECLEAN,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61385860",CLOSE,2019-01-21 20:10:59.000,VENDOR,,
"65215447",INPRG,2020-01-17 15:01:07.000,2019-01-21 13:29:34.000,"038.10.010.F05.05G",RECLEAN,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61386204",CLOSE,2019-01-21 20:11:28.000,VENDOR,,
"65218007",INPRG,2020-01-17 15:19:05.000,2019-01-21 15:56:03.000,"038.10.010.F05.05B",REFUSED 10/7/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61385767",CLOSE,2019-01-21 20:10:53.000,VENDOR,,
"65373755",INPRG,2020-01-17 16:07:16.000,2019-01-31 09:15:46.000,"038.07.007.F14.14F",Bedroom Condition of Paint Wall 3 by window chipping Amount of Unsatisfactory Paint in Square Feet,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61385276",CLOSE,2019-01-31 20:12:02.000,VENDOR,,
"65075236",INPRG,2020-01-17 16:11:26.000,2019-01-09 03:31:44.000,"038.03.003.F04.04E",Bathroom Condition of Paint peeling paint  on ceiling and walls Amount of Unsatisfactory Paint in,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61386356",CLOSE,2019-01-09 20:20:59.000,VENDOR,,
"62863867",INSREV,2020-01-17 17:14:56.000,2018-11-14 11:53:16.000,"038.05.005.F13.13C",completed 01/16/19,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61378834",CLOSE,2018-11-14 20:31:57.000,VENDOR,,
"65382812",INPRG,2020-01-21 09:20:12.000,2019-01-31 14:37:55.000,"038.05.005.F07.07E","3RD ATTEMPT",PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61378691",CLOSE,2019-01-31 20:13:01.000,VENDOR,,
"66316654",INPRG,2020-01-21 09:29:49.000,2019-04-03 09:46:06.000,"038.13.013.F08.08C",REFUSED 10/6/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"59651146",CLOSE,2019-04-03 21:06:29.000,VENDOR,,
"65379216",INPRG,2020-01-21 09:38:44.000,2019-01-31 12:13:53.000,"038.13.013.F07.07B",COA /  RECLEAN,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61377332",CLOSE,2019-01-31 20:14:08.000,VENDOR,,
"65382621",INPRG,2020-01-21 09:41:52.000,2019-01-31 14:29:02.000,"038.13.013.F06.06D","3RD ATTEMPT",PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61377201",CLOSE,2019-01-31 20:16:29.000,VENDOR,,
"66319099",INPRG,2020-01-21 10:23:27.000,2019-04-03 11:20:11.000,"038.11.011.F03.03E",TNH 10/10/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"59563634",CLOSE,2019-04-03 21:06:01.000,VENDOR,,
"65379478",INPRG,2020-01-21 10:47:43.000,2019-01-31 12:23:38.000,"038.04.004.F11.11D",REFUSED,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61377840",CLOSE,2019-01-31 20:15:25.000,VENDOR,,
"65379837",INPRG,2020-01-21 10:52:27.000,2019-01-31 12:35:46.000,"038.04.004.F09.09D","3RD ATTEMPT",PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61378052",CLOSE,2019-01-31 20:11:17.000,VENDOR,,
"65380142",INPRG,2020-01-21 10:56:04.000,2019-01-31 12:47:14.000,"038.04.004.F08.08F","3RD ATTEMPT",PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61378265",CLOSE,2019-01-31 20:15:14.000,VENDOR,,
"65383046",INPRG,2020-01-21 11:02:44.000,2019-01-31 14:45:40.000,"038.04.004.F02.02H",need plaster 1/18/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61378191",CLOSE,2019-01-31 20:14:54.000,VENDOR,,
"65380537",INPRG,2020-01-21 11:06:22.000,2019-01-31 13:02:35.000,"038.09.009.F13.13F",R.N.H  10/29/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61379781",CLOSE,2019-01-31 20:11:08.000,VENDOR,,
"65379165",INPRG,2020-01-21 11:25:23.000,2019-01-31 12:11:55.000,"038.09.009.F01.01F",NEED PLASTER  1/18/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61379590",CLOSE,2019-01-31 20:15:17.000,VENDOR,,
"65380100",INPRG,2020-01-21 13:01:59.000,2019-01-31 12:45:32.000,"038.06.006.F10.10C",Kitchen Condition of Paint damaged paint on all walls radiator ceiling Amount of Unsatisfactory,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61381780",CLOSE,2019-01-31 20:12:42.000,VENDOR,,
"72162831",WTSCH,2020-01-21 13:20:00.000,2020-01-21 13:19:59.000,"038.11.011.F11.11A",floor tiles damaged,FLOOR,QUARRYTILESDML,V10001,,,W,1,,DEV038,"72091822",CLOSE,2020-01-21 13:20:03.000,MAINT,FLOOR,FLOORTILESDML
"65212985",INPRG,2020-01-21 13:56:29.000,2019-01-21 11:40:04.000,"038.02.002.F09.09C",LBP NOTICE,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,TSDEFO,"61382263",CLOSE,2019-01-21 20:10:27.000,VENDOR,,
"65376711",INPRG,2020-01-21 14:10:26.000,2019-01-31 10:48:37.000,"038.02.002.F05.05E",REFUSED 11/30/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,TSDEFO,"61382149",CLOSE,2019-01-31 20:13:41.000,VENDOR,,
"65380621",INSREV,2020-01-21 14:27:28.000,2019-01-31 13:07:27.000,"038.12.012.F13.13A",COMPLETE ON ARRIVAL 1/17/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61381029",CLOSE,2019-01-31 20:12:39.000,VENDOR,,
"72214498",WTSCH,2020-01-24 14:56:21.000,2020-01-24 14:56:21.000,"038.05.005.F14.14G",vendor after spray 72214483,PAINT,NEEDSPAINTING,V10001,,,A,1,,DEV038,"72094901",CLOSE,2020-01-24 15:02:30.000,PAINTSPV,PAINT,NEEDSPAINTING
"71496211",APPR,2020-01-24 15:17:12.000,2019-12-09 10:52:22.000,"038.09.009.F12.12E",grabbar needed,"504RETROFIT",GRABBARRETRO,V10001,,APPR,A,1,,DEV038,"71352866",CLOSE,2019-12-09 10:52:25.000,MAINT,"504RETROFIT",GRABBARRETRO
"72273385",WTSCH,2020-01-29 14:22:51.000,2020-01-29 14:22:51.000,"038.02.002.F06.06B.BD02",Floor,FLOOR,FLOORTILESDML,V10001,,,W,1,ASSESSMENT,DEV038,"70344426",CLOSE,2020-01-29 20:22:02.000,MAINT,,
"72275483",APPR,2020-01-29 15:26:11.000,2020-01-29 15:26:06.000,"038.04.004.F09",hopper dml,HOPPER,FOLLOWUP,V10001,,APPR,C,1,,DEV038,"72014285",CLOSE,2020-01-29 15:26:08.000,MAINT,HOPPER,HOPPERDOORDML
"72285369",WTSCH,2020-01-30 09:23:35.000,2020-01-30 09:23:35.000,"038.02.002.F06.06D.LIV01",Floor,FLOOR,FLOORTILESDML,V10001,,,W,1,ASSESSMENT,DEV038,"70431904",CLOSE,2020-01-30 20:30:43.000,MAINT,,
"62865591",INSREV,2020-01-30 18:52:43.000,2018-11-14 13:02:13.000,"038.02.014.F07.07F",completed 1/30/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61380670",CLOSE,2018-11-14 20:59:42.000,VENDOR,,
"72299771",WTSCH,2020-01-31 00:17:58.000,2020-01-31 00:17:58.000,"038.04.004.F12.12D",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF,DEV038,"66507225",CLOSE,2020-01-31 23:32:07.000,VENDOR,,
"72300162",WTSCH,2020-01-31 00:38:18.000,2020-01-31 00:38:18.000,"038.01.001.F06.06E",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF,DEV038,"66429503",CLOSE,2020-01-31 23:30:19.000,VENDOR,,
"72300220",WTSCH,2020-01-31 00:39:23.000,2020-01-31 00:39:23.000,"038.01.001.F06.06C",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF,DEV038,"66429508",CLOSE,2020-01-31 23:30:27.000,VENDOR,,
"72300410",WTSCH,2020-01-31 00:44:30.000,2020-01-31 00:44:30.000,"038.03.003.F13.13C",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF,DEV038,"66506128",CLOSE,2020-01-31 23:30:47.000,VENDOR,,
"72305927",WTSCH,2020-01-31 02:16:02.000,2020-01-31 02:16:02.000,"038.10.010.F12.12A",Borough Complaint Ms Octivia Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF,DEV038,"66764509",CLOSE,2020-01-31 23:35:11.000,VENDOR,,
"72306292",WTSCH,2020-01-31 02:19:55.000,2020-01-31 02:19:55.000,"038.06.006.F01.01H",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF,DEV038,"66571730",CLOSE,2020-01-31 23:31:22.000,VENDOR,,
"72306451",WTSCH,2020-01-31 02:20:54.000,2020-01-31 02:20:54.000,"038.08.008.F05.05F",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF,DEV038,"66572652",CLOSE,2020-01-31 23:31:27.000,VENDOR,,
"72306457",WTSCH,2020-01-31 02:21:56.000,2020-01-31 02:21:56.000,"038.09.009.F14.14E",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF,DEV038,"66764327",CLOSE,2020-02-12 23:30:02.000,VENDOR,,
"72306558",WTSCH,2020-01-31 02:22:55.000,2020-01-31 02:22:55.000,"038.09.009.F04.04D",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF,DEV038,"66764462",CLOSE,2020-01-31 23:33:42.000,VENDOR,,
"72307197",WTSCH,2020-01-31 02:30:17.000,2020-01-31 02:30:17.000,"038.12.012.F10.10C",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF,DEV038,"66764911",CLOSE,2020-01-31 23:36:24.000,VENDOR,,
"72307202",WTSCH,2020-01-31 02:31:13.000,2020-01-31 02:31:13.000,"038.13.013.F13.13A",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF,DEV038,"66764959",CLOSE,2020-01-31 23:36:49.000,VENDOR,,
"72307317",WTSCH,2020-01-31 02:32:20.000,2020-01-31 02:32:20.000,"038.12.012.F02.02G",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF,DEV038,"66764999",CLOSE,2020-01-31 23:34:02.000,VENDOR,,
"72307634",WTSCH,2020-01-31 02:36:22.000,2020-01-31 02:36:22.000,"038.11.011.F03.03F",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF,DEV038,"66764861",CLOSE,2020-01-31 23:36:07.000,VENDOR,,
"62865423",INSREV,2020-01-31 18:44:11.000,2018-11-14 12:56:58.000,"038.13.013.F04.04A",Completed  1/31/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61377561",CLOSE,2018-11-14 21:09:27.000,VENDOR,,
"72361859",WTSCH,2020-02-03 14:06:32.000,2020-02-03 14:06:32.000,"038.05.005.F12.12H",RESIDENT DEFT.. CALL 646-348-9890,PAINT,NEEDSPAINTING,V10001,,,A,1,,DEV038,"72160301",CLOSE,2020-02-03 14:07:12.000,PAINTSPV,PAINT,NEEDSPAINTING
"72368105",WTSCH,2020-02-03 22:34:31.000,2020-02-03 22:34:31.000,"038.03.003.F04.04E",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF,DEV038,"66506793",CLOSE,2020-03-31 23:30:36.000,VENDOR,,
"72368121",WTSCH,2020-02-03 22:36:14.000,2020-02-03 22:36:14.000,"038.09.009.F03.03F",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF,DEV038,"66764420",CLOSE,2020-02-03 23:30:18.000,VENDOR,,
"62862680",FAILREVIEW,2020-02-04 10:37:46.000,2018-11-14 11:16:18.000,"038.04.004.F12.12B",completed  1/24/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61378013",CLOSE,2018-11-14 20:52:49.000,VENDOR,,
"72386734",WTSCH,2020-02-04 22:36:35.000,2020-02-04 22:36:35.000,"038.13.013.F14.14A",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF,DEV038,"66764971",CLOSE,2020-02-04 23:30:06.000,VENDOR,,
"72389260",WTSCH,2020-02-05 09:14:36.000,2020-02-05 09:14:36.000,"038.05.005.F14.14G",floor thru out the apt dml,FLOOR,FLOORTILESDML,V10001,,,W,1,,DEV038,"72379665",CLOSE,2020-02-05 09:14:41.000,MAINT,FLOOR,FLOORTILESDML
"72399147",APPR,2020-02-05 15:05:12.000,2020-02-05 15:05:11.000,"038.03.003.F02.02A.BTH01",MR - 16 -bathtub needs reglazing-MLP Related req#1518315,BATHTUBSHOWER,ENAMELDAMAGEDRUSTED,V10001,,APPR,W,1,ASSESSMENT,DEV038,"67601363",REVIEW,2019-07-02 12:41:48.000,SUPT,MILDEWCONDITION,MILDEW
"71479291",INSREV,2020-02-07 08:28:46.000,2019-12-06 22:34:07.000,"038.06.006.F06.06G",completed  2/6/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPXRF,DEV038,"66571577",CLOSE,2019-12-06 23:30:23.000,VENDOR,,
"62862516",INSREV,2020-02-07 17:41:29.000,2018-11-14 11:11:38.000,"038.12.012.F08.08B",Completed 2/7/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61381079",CLOSE,2018-11-14 20:31:36.000,VENDOR,,
"72455116",WTSCH,2020-02-10 11:16:03.000,2020-02-10 11:16:01.000,"038.09.009.F02.02C",prepare and paint entire apt.,PAINT,NEEDSPAINTING,V10001,,,,1,ASSESSMENT,DEV038,"72257494",CLOSE,2020-02-10 11:16:07.000,PAINTSPV,PAINT,NEEDSPAINTING
"72477942",WTSCH,2020-02-11 13:36:33.000,2020-02-11 13:36:33.000,"038.02.014.F12.12E.KIT01",Floor,FLOOR,FLOORTILESDML,V10001,,,W,1,ASSESSMENT,DEV038,"70365205",CLOSE,2020-02-11 20:11:40.000,MAINT,,
"72478449",WTSCH,2020-02-11 13:59:53.000,2020-02-11 13:59:52.000,"038.05.005.F03.03F",needs painter for entire apt. only lead bend was painted in December.,PAINT,PEELING,V10001,,,A,1,,DEV038,"72366053",CLOSE,2020-02-11 13:59:57.000,PAINTSPV,PAINT,NEEDSPLASTERING
"65374270",PENDREVIEW,2020-02-12 09:23:59.000,2019-01-31 09:31:05.000,"038.07.007.F12.12D",Kitchen Condition of Paint window sill.  radiator and pipes peeling Amount of Unsatisfactory Paint,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPDEFNOCU6,DEV038,"61385301",CLOSE,2019-01-31 20:12:08.000,VENDOR,,
"72307007",APPR,2020-02-13 16:25:13.000,2020-01-31 02:28:51.000,"038.11.011.F01.01E",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,APPR,W,1,LBPXRF,DEV038,"66764829",CLOSE,2020-01-31 23:34:22.000,VENDOR,,
"72300603",INPRG,2020-02-13 17:21:44.000,2020-01-31 00:48:43.000,"038.04.004.F12.12A","3RD ATTEMPT",PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPXRF,DEV038,"66507218",CLOSE,2020-01-31 23:32:02.000,VENDOR,,
"72307687",INPRG,2020-02-13 17:56:37.000,2020-01-31 02:36:46.000,"038.12.012.F08.08D",REFUSED 11/30/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPXRF,DEV038,"66764885",CLOSE,2020-01-31 23:34:12.000,VENDOR,,
"72541192",WTSCH,2020-02-14 15:21:57.000,2020-02-14 15:21:55.000,"038.13.013.F06.06C.BD02",damaged bathtub,PAINT,PEELING,V10001,,,XA,1,BUILDING,DEV038,"72082921",CLOSE,2020-01-15 16:01:26.000,MAINT,FLOOR,CERAMICTILESDML
"69085539",APPR,2020-02-17 12:38:50.000,2019-09-19 15:39:27.000,"038.11.011.F09.09D.BTH01",RESIDENT REQUEST A MONDAY APPOINTMENT IF POSSIBLE VENDOR  KITCHEN 18C,PAINT,PEELING,V10001,,APPR,A,1,COURT,DEV038,"64990801",CLOSE,2019-10-16 10:59:26.000,PLASTER,PAINT,NEEDSPLASTERING
"62880833",WTSCH,2020-02-18 12:59:43.000,2018-11-15 11:30:36.000,"038.10.010.F04.04G",bathroom only.  See duplicate Painter WO 72446535,PAINT,NEEDSPAINTING,V10001,,APPR,XA,1,LBPDEFNOCU6,DEV038,"61385686",CLOSE,2018-11-15 20:53:17.000,VENDOR,,
"65378448",INSREV,2020-02-18 18:42:37.000,2019-01-31 11:44:35.000,"038.11.011.F03.03C",completed  2/18/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61384250",CLOSE,2019-01-31 20:13:13.000,VENDOR,,
"72588227",WTSCH,2020-02-19 11:43:18.000,2020-02-19 11:43:18.000,"038.11.011.F05.05D.BTH01",tub enamel damaged,BATHTUBSHOWER,ENAMELDAMAGEDRUSTED,V10001,,,W,1,,DEV038,"72513711",CLOSE,2020-02-19 11:43:29.000,MAINT,BATHTUBSHOWER,ENAMELDAMAGEDRUSTED
"72601341",APPR,2020-02-20 10:01:02.000,2020-02-20 10:01:01.000,"038.02.002.F03.03C",vendor floor,FLOOR,FOLLOWUP,V10001,,APPR,A,1,,DEV038,"72425251",CLOSE,2020-02-20 10:01:06.000,MAINT,FLOOR,VINYLCOVEBASEFLOORDL
"72607977",WTSCH,2020-02-20 14:41:15.000,2020-02-20 14:41:14.000,"038.03.003.F14.14E.LIV01",floor dml.. hazardous 9x9 flooring,FLOOR,FLOORTILESDML,V10001,,,W,1,ASSESSMENT,DEV038,"72568532",CLOSE,2020-02-20 14:41:32.000,MAINT,FLOOR,FLOORTILESDML
"62862482",INSREV,2020-02-20 17:22:54.000,2018-11-14 11:11:00.000,"038.09.009.F14.14E",Completed  2/20/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61379554",CLOSE,2018-11-14 20:37:51.000,VENDOR,,
"72621380",WTSCH,2020-02-21 13:53:45.000,2020-02-21 13:53:43.000,"038.13.013.F07.07C",paint entire apartment,WALLS,NEEDSPAINTINGPLASTERING,V10001,,,A,1,,DEV038,"72381672",CLOSE,2020-02-21 13:53:56.000,PAINTSPV,PAINT,NEEDSPAINTING
"72621636",WTSCH,2020-02-21 14:07:31.000,2020-02-21 14:07:30.000,"038.01.001.F09.09F",paint entire apartment,WALLS,NEEDSPAINTINGPLASTERING,V10001,,,A,1,,DEV038,"72055219",CLOSE,2020-02-21 14:07:40.000,PAINTSPV,PAINT,NEEDSPAINTING
"72658464",WTSCH,2020-02-25 09:52:09.000,2020-02-25 09:52:09.000,"038.02.002.F14.14E",vendor,INTERCOM,OUTOFORDER,V10001,,,W,1,,DEV038,"72626494",CLOSE,2020-02-25 09:52:16.000,MAINT,INTERCOM,OUTOFORDER
"62878929",INSREV,2020-02-26 09:01:29.000,2018-11-15 10:34:46.000,"038.11.011.F03.03F",Completed 2/25/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61384708",CLOSE,2018-11-15 20:26:31.000,VENDOR,,
"62859192",INSREV,2020-02-26 09:39:15.000,2018-11-14 09:34:46.000,"038.04.004.F04.04C",C.O.A  2/26/20.,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61378303",CLOSE,2018-11-14 20:47:26.000,VENDOR,,
"65383201",INSREV,2020-02-26 17:34:26.000,2019-01-31 14:51:40.000,"038.02.014.F11.11G",completed   2/26/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61380115",CLOSE,2019-01-31 20:16:23.000,VENDOR,,
"62866217",INSREV,2020-02-28 16:39:27.000,2018-11-14 13:26:28.000,"038.13.013.F04.04F",completed  2/28/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61377079",CLOSE,2018-11-14 20:32:24.000,VENDOR,,
